id_projeto,situacao,score_temporal_v2,desc_nome,sistema_resp,natureza_intervencao,especie_intervencao,atraso_observavel_dias,faixa_temporal_v2,score_financeiro_v2,valor_planejado_utilizavel_total,financeiro_comparavel_v2,faixa_financeira_v2,motivo_financeiro,score_fisico_v2,fisico_calculavel_v2,motivo_calculabilidade,percentual_numerico,progresso_linear_esperado,score_situacao_v2,fisico_esperado_v2,tem_temporal,tem_situacao,tem_financeiro,tem_fisico,qtd_componentes_esperados,qtd_componentes_disponiveis,ipi_completo_v2,motivo_completude,ipi_v2,ipi_v2_exibicao,prioridade_A_ipi_v2_estrito,calculavel_A,calculavel_B,prioridade_B_3_componentes,calculavel_C,prioridade_C_2_componentes,tem_temporal_final,tem_situacao_final,tem_financeiro_final,ipi_final_calculavel,ipi_final,contrib_temporal_ipi,contrib_situacao_ipi,contrib_financeiro_ipi,ipi_final_por_pesos,motivo_ipi_final,sinal_fisico_disponivel,posicao_ipi_final,qtd_pins,qtd_pins_coordenada_completa,qtd_pins_validos_sc,qtd_pins_invalidos_ou_fora_sc,qualidade_localizacao,tem_ponto_representativo,indice_pin_representativo,latitude_representativa,longitude_representativa,soma_distancias_medoide_km,apto_localizacao_rota,id_local,id_tarefa,tempo_servico_min,premio_ipi,qtd_projetos_coordenada,coordenada_exclusiva,coordenada_compartilhada,apta_rota_automatica_v1,classe_uso_espacial_v1
43637.42-84,Cadastrada,60,Construção de infraestrutura turística de acesso ao mirante Morre das Antenas no município de Urupema/SC,Transferegov.br,Obra,Construção,242.0,203_a_492_dias,60.0,768341.0,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,610,2,2,2,0,localizacao_valida,True,0.0,-27.92194,-49.85416,0.9947290841374816,True,L0465,P_43637.42-84,45.0,40.0,1,True,False,True,rota_automatica_v1
43897.42-04,Cadastrada,60,Solário da UTI Neonatal,CIPI,Obra,Construção,302.0,203_a_492_dias,60.0,493000.0,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,611,1,1,1,0,localizacao_valida,True,0.0,-27.5973900238975,-48.5182,0.0,True,L0722,P_43897.42-04,45.0,40.0,1,True,False,True,rota_automatica_v1
44032.42-52,Cadastrada,60,CNPSA - Reforma e modernização da Cobertura da Fábrica de Rações,CIPI,Obra,Reforma,395.0,203_a_492_dias,60.0,1578101.35,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,612,1,1,1,0,localizacao_valida,True,0.0,-27.3127088991782,-51.9874039218609,0.0,True,L1104,P_44032.42-52,45.0,40.0,1,True,False,True,rota_automatica_v1
45029.42-59,Cadastrada,60,Sedec - Recuperação de Infraestrutura afetada por desastre 59053.012591/2023-90,CIPI,Obra,Recuperação,433.0,203_a_492_dias,60.0,605927.17,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,613,1,1,1,0,localizacao_valida,True,0.0,-27.2341600232781,-50.88305,0.0,True,L1256,P_45029.42-59,45.0,40.0,1,True,False,True,rota_automatica_v1
45046.42-14,Cadastrada,60,Sedec - Recuperação de Infraestrutura afetada por desastre 59053.012592/2023-34,CIPI,Obra,Recuperação,433.0,203_a_492_dias,60.0,549260.0,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,614,1,1,1,0,localizacao_valida,True,0.0,-27.2425000232922,-50.845,0.0,True,L1244,P_45046.42-14,45.0,40.0,1,True,False,True,rota_automatica_v1
46096.42-10,Cadastrada,60,Sedec - Recuperação de Infraestrutura afetada por desastre 59053.009735/2023-21,CIPI,Obra,Recuperação,325.0,203_a_492_dias,60.0,725100.0,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,615,1,1,1,0,localizacao_valida,True,0.0,-26.9258300227523,-49.31472,0.0,True,L1935,P_46096.42-10,45.0,40.0,1,True,False,True,rota_automatica_v1
46529.42-09,Cadastrada,60,Pavimentação de Acesso ao Centro de Eventos no município de Gravatal/SC-3ª Etapa.,Transferegov.br,Obra,Construção,242.0,203_a_492_dias,60.0,680000.0,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,616,2,2,2,0,localizacao_valida,True,0.0,-28.32702,-49.05937,0.2657016273095152,True,L0329,P_46529.42-09,45.0,40.0,1,True,False,True,rota_automatica_v1
50356.42-80,Cadastrada,60,OBRA DE IMPLANTAÇÃO DE PLATAFORMAS VERTICAIS DE ACESSIBILIDADE PARA O CÂMPUS  SÃO JOSÉ DO IFSC.,CIPI,Obra,Construção,426.0,203_a_492_dias,60.0,498762.06,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,617,1,1,1,0,localizacao_valida,True,0.0,-27.6085590326033,-48.6330372477269,0.0,True,L0657,P_50356.42-80,45.0,40.0,1,True,False,True,rota_automatica_v1
50707.42-03,Cadastrada,60,SAA Aldeia Toldo Chimbangue II,CIPI,Obra,Construção,364.0,203_a_492_dias,60.0,918144.24,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,618,1,1,1,0,localizacao_valida,True,0.0,-27.1305500231013,-52.538,0.0,True,L1495,P_50707.42-03,45.0,40.0,1,True,False,True,rota_automatica_v1
50870.42-48,Cadastrada,60,"OBRA DE INSTALAÇÃO DE USINA FOTOVOLTAICA SOBRE ESTRUTURA TIPO CARPORT, NO ESTACIONAMENTO DA REITORIA DO IFSC",CIPI,Obra,Construção,426.0,203_a_492_dias,60.0,501023.48,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,619,1,1,1,0,localizacao_valida,True,0.0,-27.600620023903,-48.57318,0.0,True,L0690,P_50870.42-48,45.0,40.0,1,True,False,True,rota_automatica_v1
55362.42-38,Cadastrada,60,AMPLIAÇÃO DE UNIDADE BÁSICA DE SAÚDE,SISMOB,Obra,Ampliação,492.0,203_a_492_dias,60.0,499997.0,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,620,1,1,1,0,localizacao_valida,True,0.0,-26.900846,-52.90345790000001,0.0,True,L2003,P_55362.42-38,45.0,40.0,1,True,False,True,rota_automatica_v1
55487.42-02,Cadastrada,60,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,SISMOB,Obra,Construção,492.0,203_a_492_dias,60.0,746000.0,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,621,1,1,1,0,localizacao_valida,True,0.0,-27.38965879459728,-51.22963160276414,0.0,True,L1002,P_55487.42-02,45.0,40.0,1,True,False,True,rota_automatica_v1
55493.42-54,Cadastrada,60,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,SISMOB,Obra,Construção,492.0,203_a_492_dias,60.0,746000.0,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,622,1,1,1,0,localizacao_valida,True,0.0,-28.6125699,-48.8635173,0.0,True,L0207,P_55493.42-54,45.0,40.0,1,True,False,True,rota_automatica_v1
55498.42-26,Cadastrada,60,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,SISMOB,Obra,Construção,492.0,203_a_492_dias,60.0,746000.0,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,623,1,1,1,0,localizacao_valida,True,0.0,-26.7247058,-53.5167732,0.0,True,L2319,P_55498.42-26,45.0,40.0,1,True,False,True,rota_automatica_v1
59667.42-50,Cadastrada,60,CONSTRUÇÃO DO REFEITÓRIO DO CAMPUS XANXERÊ DO IFSC,CIPI,Obra,Construção,242.0,203_a_492_dias,60.0,1214898.54,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,624,1,1,1,0,localizacao_valida,True,0.0,-26.8766881819575,-52.4184626199666,0.0,True,L2071,P_59667.42-50,45.0,40.0,1,True,False,True,rota_automatica_v1
91244.43-16,Cadastrada,60,Sedec - Recuperação de Infraestrutura afetada por desastre 59053.000041/2016-07,CIPI,Obra,Recuperação,376.0,203_a_492_dias,60.0,1427793.22,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,625,1,1,1,0,localizacao_valida,True,0.0,-26.8974400227039,-48.64918,0.0,True,L2016,P_91244.43-16,45.0,40.0,1,True,False,True,rota_automatica_v1
91679.31-58,Cadastrada,60,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59204.002498/2017-58,CIPI,Obra,Construção,374.0,203_a_492_dias,60.0,722553.1,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,626,1,1,1,0,localizacao_valida,True,0.0,-26.95966002281,-53.58576,0.0,True,L1872,P_91679.31-58,45.0,40.0,1,True,False,True,rota_automatica_v1
91697.42-50,Cadastrada,60,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59204.006640/2017-36,CIPI,Obra,Recuperação,374.0,203_a_492_dias,60.0,881215.99,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,627,1,1,1,0,localizacao_valida,True,0.0,-28.610490025621,-48.86113,0.0,True,L0209,P_91697.42-50,45.0,40.0,1,True,False,True,rota_automatica_v1
92573.31-30,Cadastrada,60,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59204.008444/2017-04,CIPI,Obra,Construção,367.0,203_a_492_dias,60.0,959409.94,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,628,1,1,1,0,localizacao_valida,True,0.0,-26.3653900217982,-50.32558,0.0,True,L2651,P_92573.31-30,45.0,40.0,1,True,False,True,rota_automatica_v1
92779.43-20,Cadastrada,60,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59204.008564/2017-01,CIPI,Obra,Construção,366.0,203_a_492_dias,60.0,737429.87,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,629,1,1,1,0,localizacao_valida,True,0.0,-26.6361700222589,-50.70593,0.0,True,L2393,P_92779.43-20,45.0,40.0,1,True,False,True,rota_automatica_v1
92959.29-78,Cadastrada,60,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59204.008900/2017-16,CIPI,Obra,Recuperação,362.0,203_a_492_dias,60.0,585437.23,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,630,1,1,1,0,localizacao_valida,True,0.0,-26.5317900220812,-48.83175,0.0,True,L2486,P_92959.29-78,45.0,40.0,1,True,False,True,rota_automatica_v1
92979.43-76,Cadastrada,60,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59502.000057/2017-57,CIPI,Obra,Construção,362.0,203_a_492_dias,60.0,721984.35,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,631,1,1,1,0,localizacao_valida,True,0.0,-29.3260200268293,-49.71794,0.0,True,L0001,P_92979.43-76,45.0,40.0,1,True,False,True,rota_automatica_v1
93492.42-00,Cadastrada,60,AMPLIAÇÃO DE UNIDADE BÁSICA DE SAÚDE,SISMOB,Obra,Ampliação,360.0,203_a_492_dias,60.0,500000.0,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,632,1,1,1,0,localizacao_valida,True,0.0,-27.401543077948748,-51.21156692504884,0.0,True,L0984,P_93492.42-00,45.0,40.0,1,True,False,True,rota_automatica_v1
93495.42-69,Cadastrada,60,AMPLIAÇÃO DE UNIDADE BÁSICA DE SAÚDE,SISMOB,Obra,Ampliação,360.0,203_a_492_dias,60.0,499972.0,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,633,1,1,1,0,localizacao_valida,True,0.0,-27.06751,-53.32317,0.0,True,L1638,P_93495.42-69,45.0,40.0,1,True,False,True,rota_automatica_v1
93496.42-15,Cadastrada,60,AMPLIAÇÃO DE UNIDADE BÁSICA DE SAÚDE,SISMOB,Obra,Ampliação,360.0,203_a_492_dias,60.0,599984.0,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,634,1,1,1,0,localizacao_valida,True,0.0,-27.49196,-50.9788,0.0,True,L0897,P_93496.42-15,45.0,40.0,1,True,False,True,rota_automatica_v1
93986.42-19,Cadastrada,60,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59502.000401/2017-16,CIPI,Estudo,Recuperação,355.0,203_a_492_dias,60.0,898000.0,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,635,1,1,1,0,localizacao_valida,True,0.0,-27.838810024309,-50.3167,0.0,True,L0485,P_93986.42-19,45.0,40.0,1,True,False,True,rota_automatica_v1
94052.51-48,Cadastrada,60,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59502.000824/2017-28,CIPI,Obra,Ampliação,355.0,203_a_492_dias,60.0,1005890.2,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,636,1,1,1,0,localizacao_valida,True,0.0,-28.9221100261485,-49.68227,0.0,True,L0100,P_94052.51-48,45.0,40.0,1,True,False,True,rota_automatica_v1
94168.31-10,Cadastrada,60,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59502.000273/2018-83,CIPI,Obra,Construção,354.0,203_a_492_dias,60.0,761624.21,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,637,1,1,1,0,localizacao_valida,True,0.0,-29.2385400266821,-49.78232,0.0,True,L0005,P_94168.31-10,45.0,40.0,1,True,False,True,rota_automatica_v1
95915.41-45,Cadastrada,60,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59502.000379/2018-87,CIPI,Obra,Construção,341.0,203_a_492_dias,60.0,1524718.97,True,P50_a_P75,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,30.0,True,True,True,True,40.0,20.0,0.0,20.0,40.0,calculavel,False,638,1,1,1,0,localizacao_valida,True,0.0,-27.5944400238925,-48.43611,0.0,True,L0743,P_95915.41-45,45.0,40.0,1,True,False,True,rota_automatica_v1
116206.42-11,Em execução,40,"Pavimentação de trechos das Ruas Campos Novos e Rua São João Maria no Bairro Centro II Alto de Mafra dentro do Perímetro Urbano,no Município de Mafra SC.",CIPI,Obra,Construção,178.0,168_a_202_dias,60.0,670875.44,True,P50_a_P75,05_com_investimento_utilizavel,100.0,True,08_calculavel,0.0,100.0,20,True,True,True,True,True,4,4,True,completo,55.0,55.0,55.0,True,True,40.0,True,30.0,True,True,True,True,40.0,13.333333333333332,6.666666666666666,20.0,40.0,calculavel,True,639,1,1,1,0,localizacao_valida,True,0.0,-26.1223161,-49.8063726,0.0,True,L2827,P_116206.42-11,45.0,40.0,1,True,False,True,rota_automatica_v1
118083.42-38,Em execução,40,Pavimentação em vias urbanas.,CIPI,Obra,Construção,175.0,168_a_202_dias,60.0,1276155.1,True,P50_a_P75,05_com_investimento_utilizavel,100.0,True,08_calculavel,0.0,100.0,20,True,True,True,True,True,4,4,True,completo,55.0,55.0,55.0,True,True,40.0,True,30.0,True,True,True,True,40.0,13.333333333333332,6.666666666666666,20.0,40.0,calculavel,True,640,1,1,1,0,localizacao_valida,True,0.0,-27.2325278,-52.0229744,0.0,True,L1260,P_118083.42-38,45.0,40.0,1,True,False,True,rota_automatica_v1
118283.42-62,Em execução,40,"Construção de Pista de Skate, Patins e Similares no Município de Balneário Camboriú/SC.",CIPI,Obra,Construção,175.0,168_a_202_dias,60.0,868181.82,True,P50_a_P75,05_com_investimento_utilizavel,100.0,True,08_calculavel,0.0,100.0,20,True,True,True,True,True,4,4,True,completo,55.0,55.0,55.0,True,True,40.0,True,30.0,True,True,True,True,40.0,13.333333333333332,6.666666666666666,20.0,40.0,calculavel,True,642,1,1,1,0,localizacao_valida,True,0.0,-26.9952814,-48.6306498,0.0,True,L1803,P_118283.42-62,45.0,40.0,1,True,False,True,rota_automatica_v1
118482.42-41,Em execução,40,Pavimentação de via urbana no município de Guatambu – SC.,CIPI,Obra,Construção,175.0,168_a_202_dias,60.0,872796.59,True,P50_a_P75,05_com_investimento_utilizavel,100.0,True,08_calculavel,0.0,100.0,20,True,True,True,True,True,4,4,True,completo,55.0,55.0,55.0,True,True,40.0,True,30.0,True,True,True,True,40.0,13.333333333333332,6.666666666666666,20.0,40.0,calculavel,True,643,1,1,1,0,localizacao_valida,True,0.0,-27.132938,-52.7852253,0.0,True,L1490,P_118482.42-41,45.0,40.0,1,True,False,True,rota_automatica_v1
118956.42-80,Em execução,40,"DRENAGEM, PAVIMENTAÇÃO E URBANIZAÇÃO DE VIAS NO MUNICÍPIO DE BOMBINHAS/SC",CIPI,Obra,Construção,175.0,168_a_202_dias,60.0,499455.38,True,P50_a_P75,05_com_investimento_utilizavel,100.0,True,08_calculavel,0.0,100.0,20,True,True,True,True,True,4,4,True,completo,55.0,55.0,55.0,True,True,40.0,True,30.0,True,True,True,True,40.0,13.333333333333332,6.666666666666666,20.0,40.0,calculavel,True,644,1,1,1,0,localizacao_valida,True,0.0,-27.1833968,-48.5117295,0.0,True,L1378,P_118956.42-80,45.0,40.0,1,True,False,True,rota_automatica_v1
118983.42-03,Em execução,40,Pavimentação asfáltica e qualificação das vias urbanas no Município de Monte Carlo.,CIPI,Obra,Construção,175.0,168_a_202_dias,60.0,674903.0,True,P50_a_P75,05_com_investimento_utilizavel,100.0,True,08_calculavel,0.0,100.0,20,True,True,True,True,True,4,4,True,completo,55.0,55.0,55.0,True,True,40.0,True,30.0,True,True,True,True,40.0,13.333333333333332,6.666666666666666,20.0,40.0,calculavel,True,645,1,1,1,0,localizacao_valida,True,0.0,-27.1805754,-50.9759368,0.0,True,L1379,P_118983.42-03,45.0,40.0,1,True,False,True,rota_automatica_v1
119236.42-05,Em execução,40,Pavimentação de via no bairro Salto do Norte e implantação de ponte de concreto no bairro Itoupava Central localizadas no Perímetro Urbano do município de Blumenau.,CIPI,Obra,Construção,175.0,168_a_202_dias,60.0,1439242.08,True,P50_a_P75,05_com_investimento_utilizavel,100.0,True,08_calculavel,0.0,100.0,20,True,True,True,True,True,4,4,True,completo,55.0,55.0,55.0,True,True,40.0,True,30.0,True,True,True,True,40.0,13.333333333333332,6.666666666666666,20.0,40.0,calculavel,True,646,1,1,1,0,localizacao_valida,True,0.0,-26.9135795,-49.069939,0.0,True,L1957,P_119236.42-05,45.0,40.0,1,True,False,True,rota_automatica_v1
119248.42-42,Em execução,40,"Pavimentação: implantação, reconstrução ou recuperação, inclusive por recapeamento, do pavimento de vias públicas de bairros ou de suas ligações abrangendo calçadas e sinalização viária para garantia",CIPI,Obra,Construção,175.0,168_a_202_dias,60.0,1027607.52,True,P50_a_P75,05_com_investimento_utilizavel,100.0,True,08_calculavel,0.0,100.0,20,True,True,True,True,True,4,4,True,completo,55.0,55.0,55.0,True,True,40.0,True,30.0,True,True,True,True,40.0,13.333333333333332,6.666666666666666,20.0,40.0,calculavel,True,647,1,1,1,0,localizacao_valida,True,0.0,-27.1718235,-51.4978387,0.0,True,L1394,P_119248.42-42,45.0,40.0,1,True,False,True,rota_automatica_v1
119799.42-86,Em execução,40,"Pavimentação da Rua João Nicolau, Bairro Paranaguamirim, no Município de Joinville/SC.",CIPI,Obra,Construção,175.0,168_a_202_dias,60.0,1186372.96,True,P50_a_P75,05_com_investimento_utilizavel,100.0,True,08_calculavel,0.0,100.0,20,True,True,True,True,True,4,4,True,completo,55.0,55.0,55.0,True,True,40.0,True,30.0,True,True,True,True,40.0,13.333333333333332,6.666666666666666,20.0,40.0,calculavel,True,648,1,1,1,0,localizacao_valida,True,0.0,-26.3503852,-48.7696189,0.0,True,L2663,P_119799.42-86,45.0,40.0,1,True,False,True,rota_automatica_v1
124708.42-61,Em execução,40,OBRA PARA CONTROLE DE CHEIAS E EROSÃO MARINHA - Implantação de molhe no rio Gravatá - Etapa 01.,CIPI,Obra,Construção,169.0,168_a_202_dias,60.0,506000.0,True,P50_a_P75,05_com_investimento_utilizavel,100.0,True,08_calculavel,0.0,100.0,20,True,True,True,True,True,4,4,True,completo,55.0,55.0,55.0,True,True,40.0,True,30.0,True,True,True,True,40.0,13.333333333333332,6.666666666666666,20.0,40.0,calculavel,True,649,1,1,1,0,localizacao_valida,True,0.0,-26.8234309,-48.627049,0.0,True,L2183,P_124708.42-61,45.0,40.0,1,True,False,True,rota_automatica_v1
114379.42-53,Cadastrada,40,Sedec - Recuperação de Infraestrutura afetada por desastre SEI 59053.010112/2023-09,CIPI,Obra,Recuperação,181.0,168_a_202_dias,80.0,1935138.03,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,20.0,True,True,True,True,40.0,13.333333333333332,0.0,26.666666666666664,40.0,calculavel,False,650,1,1,1,0,localizacao_valida,True,0.0,-27.5050000237399,-48.74056,0.0,True,L0875,P_114379.42-53,45.0,40.0,1,True,False,True,rota_automatica_v1
114387.42-19,Cadastrada,40,Sedec - Recuperação de Infraestrutura afetada por desastre SEI 59053.010112/2023-09,CIPI,Obra,Recuperação,181.0,168_a_202_dias,80.0,3328613.03,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,20.0,True,True,True,True,40.0,13.333333333333332,0.0,26.666666666666664,40.0,calculavel,False,651,1,1,1,0,localizacao_valida,True,0.0,-27.546670023811,-48.75361,0.0,True,L0828,P_114387.42-19,45.0,40.0,1,True,False,True,rota_automatica_v1
114760.42-47,Cadastrada,40,Sedec - Recuperação de Infraestrutura afetada por desastre SEI 59053.012551/2023-48,CIPI,Obra,Recuperação,180.0,168_a_202_dias,80.0,2065000.0,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,20.0,True,True,True,True,40.0,13.333333333333332,0.0,26.666666666666664,40.0,calculavel,False,653,1,1,1,0,localizacao_valida,True,0.0,-26.7302800224191,-52.71722,0.0,True,L2307,P_114760.42-47,45.0,40.0,1,True,False,True,rota_automatica_v1
123597.42-00,Cadastrada,40,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.000181/2009-78,CIPI,Obra,Recuperação,170.0,168_a_202_dias,80.0,2186687.54,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,40.0,40.0,40.0,True,True,40.0,True,20.0,True,True,True,True,40.0,13.333333333333332,0.0,26.666666666666664,40.0,calculavel,False,654,1,1,1,0,localizacao_valida,True,0.0,-26.9286500227571,-49.11988,0.0,True,L1931,P_123597.42-00,45.0,40.0,1,True,False,True,rota_automatica_v1
